id,area,topic,round_type,question,answer
250,Power BI,Model relationships,System/design discussion,"[System/design discussion] Why are relationships important in Power BI models, and how do you configure them?","Relationships define how tables connect, usually via key columns, enabling cross-filtering and correct aggregations across tables. Analysts specify relationship direction, cardinality (one-to-many, many-to-many), and active/inactive status, which impact how measures behave. Proper relationship design mirrors star schemas and prevents ambiguous filters or double-counting. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
251,Power BI,Measures vs calculated columns,Screening/MCQ,[Screening/MCQ] Compare measures and calculated columns in Power BI.,"Calculated columns are computed row by row during data refresh and stored in the model, useful for static classifications or keys. Measures are dynamic calculations evaluated at query time based on filter context, ideal for aggregations like totals, averages, and ratios. Choosing between them depends on whether you need row-level values or context-aware metrics. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
252,Power BI,Measures vs calculated columns,Technical coding,[Technical coding] Compare measures and calculated columns in Power BI.,"Calculated columns are computed row by row during data refresh and stored in the model, useful for static classifications or keys. Measures are dynamic calculations evaluated at query time based on filter context, ideal for aggregations like totals, averages, and ratios. Choosing between them depends on whether you need row-level values or context-aware metrics. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
253,Power BI,Measures vs calculated columns,Tool hands-on,[Tool hands-on] Compare measures and calculated columns in Power BI.,"Calculated columns are computed row by row during data refresh and stored in the model, useful for static classifications or keys. Measures are dynamic calculations evaluated at query time based on filter context, ideal for aggregations like totals, averages, and ratios. Choosing between them depends on whether you need row-level values or context-aware metrics. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
254,Power BI,Measures vs calculated columns,Case/Scenario,[Case/Scenario] Compare measures and calculated columns in Power BI.,"Calculated columns are computed row by row during data refresh and stored in the model, useful for static classifications or keys. Measures are dynamic calculations evaluated at query time based on filter context, ideal for aggregations like totals, averages, and ratios. Choosing between them depends on whether you need row-level values or context-aware metrics. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
255,Power BI,Measures vs calculated columns,System/design discussion,[System/design discussion] Compare measures and calculated columns in Power BI.,"Calculated columns are computed row by row during data refresh and stored in the model, useful for static classifications or keys. Measures are dynamic calculations evaluated at query time based on filter context, ideal for aggregations like totals, averages, and ratios. Choosing between them depends on whether you need row-level values or context-aware metrics. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
256,Power BI,Filter context,Screening/MCQ,"[Screening/MCQ] What is filter context in DAX, and why is it central to measure behavior?","Filter context is the set of filters applied to a calculation by visuals, slicers, and row/column selections in a report. DAX measures are evaluated within this context, so the same measure returns different results depending on what is being sliced. Understanding and manipulating filter context with functions like CALCULATE is essential for building correct KPIs. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
257,Power BI,Filter context,Technical coding,"[Technical coding] What is filter context in DAX, and why is it central to measure behavior?","Filter context is the set of filters applied to a calculation by visuals, slicers, and row/column selections in a report. DAX measures are evaluated within this context, so the same measure returns different results depending on what is being sliced. Understanding and manipulating filter context with functions like CALCULATE is essential for building correct KPIs. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
258,Power BI,Filter context,Tool hands-on,"[Tool hands-on] What is filter context in DAX, and why is it central to measure behavior?","Filter context is the set of filters applied to a calculation by visuals, slicers, and row/column selections in a report. DAX measures are evaluated within this context, so the same measure returns different results depending on what is being sliced. Understanding and manipulating filter context with functions like CALCULATE is essential for building correct KPIs. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
259,Power BI,Filter context,Case/Scenario,"[Case/Scenario] What is filter context in DAX, and why is it central to measure behavior?","Filter context is the set of filters applied to a calculation by visuals, slicers, and row/column selections in a report. DAX measures are evaluated within this context, so the same measure returns different results depending on what is being sliced. Understanding and manipulating filter context with functions like CALCULATE is essential for building correct KPIs. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
260,Power BI,Filter context,System/design discussion,"[System/design discussion] What is filter context in DAX, and why is it central to measure behavior?","Filter context is the set of filters applied to a calculation by visuals, slicers, and row/column selections in a report. DAX measures are evaluated within this context, so the same measure returns different results depending on what is being sliced. Understanding and manipulating filter context with functions like CALCULATE is essential for building correct KPIs. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
261,Power BI,Row context,Screening/MCQ,[Screening/MCQ] Briefly explain row context and its interaction with CALCULATE.,"Row context refers to the current row being iterated over, typically in calculated columns or iterating functions like SUMX. CALCULATE can convert row context to filter context when it is used in a calculated column or inside iterators, affecting measure results. Knowing how contexts transition prevents unexpected results when mixing columns and measures. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
262,Power BI,Row context,Technical coding,[Technical coding] Briefly explain row context and its interaction with CALCULATE.,"Row context refers to the current row being iterated over, typically in calculated columns or iterating functions like SUMX. CALCULATE can convert row context to filter context when it is used in a calculated column or inside iterators, affecting measure results. Knowing how contexts transition prevents unexpected results when mixing columns and measures. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
263,Power BI,Row context,Tool hands-on,[Tool hands-on] Briefly explain row context and its interaction with CALCULATE.,"Row context refers to the current row being iterated over, typically in calculated columns or iterating functions like SUMX. CALCULATE can convert row context to filter context when it is used in a calculated column or inside iterators, affecting measure results. Knowing how contexts transition prevents unexpected results when mixing columns and measures. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
264,Power BI,Row context,Case/Scenario,[Case/Scenario] Briefly explain row context and its interaction with CALCULATE.,"Row context refers to the current row being iterated over, typically in calculated columns or iterating functions like SUMX. CALCULATE can convert row context to filter context when it is used in a calculated column or inside iterators, affecting measure results. Knowing how contexts transition prevents unexpected results when mixing columns and measures. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
265,Power BI,Row context,System/design discussion,[System/design discussion] Briefly explain row context and its interaction with CALCULATE.,"Row context refers to the current row being iterated over, typically in calculated columns or iterating functions like SUMX. CALCULATE can convert row context to filter context when it is used in a calculated column or inside iterators, affecting measure results. Knowing how contexts transition prevents unexpected results when mixing columns and measures. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
266,Power BI,Common DAX aggregations,Screening/MCQ,[Screening/MCQ] Which DAX functions are most common for basic metrics and why?,"Core DAX aggregations include SUM, COUNTROWS, DISTINCTCOUNT, AVERAGE, MIN, and MAX, which mirror SQL aggregations but operate over filter context. They allow analysts to build measures for total revenue, unique customers, average order value, and extremal values. Starting with these functions provides a solid base before moving to more advanced time-intelligence or iterator functions. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
267,Power BI,Common DAX aggregations,Technical coding,[Technical coding] Which DAX functions are most common for basic metrics and why?,"Core DAX aggregations include SUM, COUNTROWS, DISTINCTCOUNT, AVERAGE, MIN, and MAX, which mirror SQL aggregations but operate over filter context. They allow analysts to build measures for total revenue, unique customers, average order value, and extremal values. Starting with these functions provides a solid base before moving to more advanced time-intelligence or iterator functions. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
268,Power BI,Common DAX aggregations,Tool hands-on,[Tool hands-on] Which DAX functions are most common for basic metrics and why?,"Core DAX aggregations include SUM, COUNTROWS, DISTINCTCOUNT, AVERAGE, MIN, and MAX, which mirror SQL aggregations but operate over filter context. They allow analysts to build measures for total revenue, unique customers, average order value, and extremal values. Starting with these functions provides a solid base before moving to more advanced time-intelligence or iterator functions. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
269,Power BI,Common DAX aggregations,Case/Scenario,[Case/Scenario] Which DAX functions are most common for basic metrics and why?,"Core DAX aggregations include SUM, COUNTROWS, DISTINCTCOUNT, AVERAGE, MIN, and MAX, which mirror SQL aggregations but operate over filter context. They allow analysts to build measures for total revenue, unique customers, average order value, and extremal values. Starting with these functions provides a solid base before moving to more advanced time-intelligence or iterator functions. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
270,Power BI,Common DAX aggregations,System/design discussion,[System/design discussion] Which DAX functions are most common for basic metrics and why?,"Core DAX aggregations include SUM, COUNTROWS, DISTINCTCOUNT, AVERAGE, MIN, and MAX, which mirror SQL aggregations but operate over filter context. They allow analysts to build measures for total revenue, unique customers, average order value, and extremal values. Starting with these functions provides a solid base before moving to more advanced time-intelligence or iterator functions. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
271,Power BI,Time intelligence,Screening/MCQ,"[Screening/MCQ] What is time intelligence in DAX, and give examples.","Time intelligence functions like TOTALYTD, SAMEPERIODLASTYEAR, DATEADD, and PARALLELPERIOD help compute metrics relative to dates, such as year-to-date totals or year-over-year growth. They rely on a properly configured date dimension table and relationships in the model. Analysts use them to build standard financial and product KPIs over time. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
272,Power BI,Time intelligence,Technical coding,"[Technical coding] What is time intelligence in DAX, and give examples.","Time intelligence functions like TOTALYTD, SAMEPERIODLASTYEAR, DATEADD, and PARALLELPERIOD help compute metrics relative to dates, such as year-to-date totals or year-over-year growth. They rely on a properly configured date dimension table and relationships in the model. Analysts use them to build standard financial and product KPIs over time. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
273,Power BI,Time intelligence,Tool hands-on,"[Tool hands-on] What is time intelligence in DAX, and give examples.","Time intelligence functions like TOTALYTD, SAMEPERIODLASTYEAR, DATEADD, and PARALLELPERIOD help compute metrics relative to dates, such as year-to-date totals or year-over-year growth. They rely on a properly configured date dimension table and relationships in the model. Analysts use them to build standard financial and product KPIs over time. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
274,Power BI,Time intelligence,Case/Scenario,"[Case/Scenario] What is time intelligence in DAX, and give examples.","Time intelligence functions like TOTALYTD, SAMEPERIODLASTYEAR, DATEADD, and PARALLELPERIOD help compute metrics relative to dates, such as year-to-date totals or year-over-year growth. They rely on a properly configured date dimension table and relationships in the model. Analysts use them to build standard financial and product KPIs over time. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
275,Power BI,Time intelligence,System/design discussion,"[System/design discussion] What is time intelligence in DAX, and give examples.","Time intelligence functions like TOTALYTD, SAMEPERIODLASTYEAR, DATEADD, and PARALLELPERIOD help compute metrics relative to dates, such as year-to-date totals or year-over-year growth. They rely on a properly configured date dimension table and relationships in the model. Analysts use them to build standard financial and product KPIs over time. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
276,Power BI,Iterators (X functions),Screening/MCQ,[Screening/MCQ] Explain iterator functions like SUMX and AVERAGEX and when they are necessary.,"Iterator functions evaluate an expression for each row in a table, then aggregate the results, which is useful when simple aggregations are insufficient. SUMX, for example, can multiply quantity by price per row and then sum, handling more complex calculations than SUM of a single column. They give fine-grained control at the cost of potentially higher computation. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
277,Power BI,Iterators (X functions),Technical coding,[Technical coding] Explain iterator functions like SUMX and AVERAGEX and when they are necessary.,"Iterator functions evaluate an expression for each row in a table, then aggregate the results, which is useful when simple aggregations are insufficient. SUMX, for example, can multiply quantity by price per row and then sum, handling more complex calculations than SUM of a single column. They give fine-grained control at the cost of potentially higher computation. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
278,Power BI,Iterators (X functions),Tool hands-on,[Tool hands-on] Explain iterator functions like SUMX and AVERAGEX and when they are necessary.,"Iterator functions evaluate an expression for each row in a table, then aggregate the results, which is useful when simple aggregations are insufficient. SUMX, for example, can multiply quantity by price per row and then sum, handling more complex calculations than SUM of a single column. They give fine-grained control at the cost of potentially higher computation. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
279,Power BI,Iterators (X functions),Case/Scenario,[Case/Scenario] Explain iterator functions like SUMX and AVERAGEX and when they are necessary.,"Iterator functions evaluate an expression for each row in a table, then aggregate the results, which is useful when simple aggregations are insufficient. SUMX, for example, can multiply quantity by price per row and then sum, handling more complex calculations than SUM of a single column. They give fine-grained control at the cost of potentially higher computation. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
280,Power BI,Iterators (X functions),System/design discussion,[System/design discussion] Explain iterator functions like SUMX and AVERAGEX and when they are necessary.,"Iterator functions evaluate an expression for each row in a table, then aggregate the results, which is useful when simple aggregations are insufficient. SUMX, for example, can multiply quantity by price per row and then sum, handling more complex calculations than SUM of a single column. They give fine-grained control at the cost of potentially higher computation. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
281,Power BI,Visual types,Screening/MCQ,[Screening/MCQ] How do you choose appropriate visual types for different analytical questions?,"Choosing visuals depends on the question: bar and column charts for comparisons, line charts for trends, scatter plots for relationships, and tables/matrices for detailed views. Pie and donut charts are used sparingly for simple parts-of-whole, while maps display geographic patterns. Aligning visuals with questions prevents misleading or cluttered dashboards. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
282,Power BI,Visual types,Technical coding,[Technical coding] How do you choose appropriate visual types for different analytical questions?,"Choosing visuals depends on the question: bar and column charts for comparisons, line charts for trends, scatter plots for relationships, and tables/matrices for detailed views. Pie and donut charts are used sparingly for simple parts-of-whole, while maps display geographic patterns. Aligning visuals with questions prevents misleading or cluttered dashboards. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
283,Power BI,Visual types,Tool hands-on,[Tool hands-on] How do you choose appropriate visual types for different analytical questions?,"Choosing visuals depends on the question: bar and column charts for comparisons, line charts for trends, scatter plots for relationships, and tables/matrices for detailed views. Pie and donut charts are used sparingly for simple parts-of-whole, while maps display geographic patterns. Aligning visuals with questions prevents misleading or cluttered dashboards. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
284,Power BI,Visual types,Case/Scenario,[Case/Scenario] How do you choose appropriate visual types for different analytical questions?,"Choosing visuals depends on the question: bar and column charts for comparisons, line charts for trends, scatter plots for relationships, and tables/matrices for detailed views. Pie and donut charts are used sparingly for simple parts-of-whole, while maps display geographic patterns. Aligning visuals with questions prevents misleading or cluttered dashboards. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
285,Power BI,Visual types,System/design discussion,[System/design discussion] How do you choose appropriate visual types for different analytical questions?,"Choosing visuals depends on the question: bar and column charts for comparisons, line charts for trends, scatter plots for relationships, and tables/matrices for detailed views. Pie and donut charts are used sparingly for simple parts-of-whole, while maps display geographic patterns. Aligning visuals with questions prevents misleading or cluttered dashboards. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
286,Power BI,Drill-through and drill-down,Screening/MCQ,[Screening/MCQ] Describe drill-down and drill-through in Power BI and their value to stakeholders.,"Drill-down lets users navigate hierarchical data within a visual, such as going from year to quarter to month. Drill-through opens a dedicated page filtered to a selected entity, like a customer or product, showing detailed information. These interactions empower stakeholders to explore data and answer follow-up questions without editing the report. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
287,Power BI,Drill-through and drill-down,Technical coding,[Technical coding] Describe drill-down and drill-through in Power BI and their value to stakeholders.,"Drill-down lets users navigate hierarchical data within a visual, such as going from year to quarter to month. Drill-through opens a dedicated page filtered to a selected entity, like a customer or product, showing detailed information. These interactions empower stakeholders to explore data and answer follow-up questions without editing the report. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
288,Power BI,Drill-through and drill-down,Tool hands-on,[Tool hands-on] Describe drill-down and drill-through in Power BI and their value to stakeholders.,"Drill-down lets users navigate hierarchical data within a visual, such as going from year to quarter to month. Drill-through opens a dedicated page filtered to a selected entity, like a customer or product, showing detailed information. These interactions empower stakeholders to explore data and answer follow-up questions without editing the report. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
289,Power BI,Drill-through and drill-down,Case/Scenario,[Case/Scenario] Describe drill-down and drill-through in Power BI and their value to stakeholders.,"Drill-down lets users navigate hierarchical data within a visual, such as going from year to quarter to month. Drill-through opens a dedicated page filtered to a selected entity, like a customer or product, showing detailed information. These interactions empower stakeholders to explore data and answer follow-up questions without editing the report. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
290,Power BI,Drill-through and drill-down,System/design discussion,[System/design discussion] Describe drill-down and drill-through in Power BI and their value to stakeholders.,"Drill-down lets users navigate hierarchical data within a visual, such as going from year to quarter to month. Drill-through opens a dedicated page filtered to a selected entity, like a customer or product, showing detailed information. These interactions empower stakeholders to explore data and answer follow-up questions without editing the report. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
291,Power BI,Bookmarks and storytelling,Screening/MCQ,[Screening/MCQ] How can bookmarks support storytelling in Power BI presentations?,"Bookmarks capture the current filter state, visual selection, and page configuration, enabling curated navigation paths. Analysts can create bookmark-driven narratives that highlight specific insights, scenarios, or 'before and after' comparisons during presentations. This turns dashboards into guided stories rather than static collections of visuals. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
292,Power BI,Bookmarks and storytelling,Technical coding,[Technical coding] How can bookmarks support storytelling in Power BI presentations?,"Bookmarks capture the current filter state, visual selection, and page configuration, enabling curated navigation paths. Analysts can create bookmark-driven narratives that highlight specific insights, scenarios, or 'before and after' comparisons during presentations. This turns dashboards into guided stories rather than static collections of visuals. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
293,Power BI,Bookmarks and storytelling,Tool hands-on,[Tool hands-on] How can bookmarks support storytelling in Power BI presentations?,"Bookmarks capture the current filter state, visual selection, and page configuration, enabling curated navigation paths. Analysts can create bookmark-driven narratives that highlight specific insights, scenarios, or 'before and after' comparisons during presentations. This turns dashboards into guided stories rather than static collections of visuals. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
294,Power BI,Bookmarks and storytelling,Case/Scenario,[Case/Scenario] How can bookmarks support storytelling in Power BI presentations?,"Bookmarks capture the current filter state, visual selection, and page configuration, enabling curated navigation paths. Analysts can create bookmark-driven narratives that highlight specific insights, scenarios, or 'before and after' comparisons during presentations. This turns dashboards into guided stories rather than static collections of visuals. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
295,Power BI,Bookmarks and storytelling,System/design discussion,[System/design discussion] How can bookmarks support storytelling in Power BI presentations?,"Bookmarks capture the current filter state, visual selection, and page configuration, enabling curated navigation paths. Analysts can create bookmark-driven narratives that highlight specific insights, scenarios, or 'before and after' comparisons during presentations. This turns dashboards into guided stories rather than static collections of visuals. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
296,Power BI,Row-level security,Screening/MCQ,[Screening/MCQ] Explain row-level security (RLS) and why it matters.,"Row-level security restricts which rows a given user can see, based on roles and filter expressions applied to the data model. It is crucial when sharing dashboards across regions, departments, or partners who should only see their own data. Proper RLS implementation balances access needs with confidentiality and compliance requirements. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
297,Power BI,Row-level security,Technical coding,[Technical coding] Explain row-level security (RLS) and why it matters.,"Row-level security restricts which rows a given user can see, based on roles and filter expressions applied to the data model. It is crucial when sharing dashboards across regions, departments, or partners who should only see their own data. Proper RLS implementation balances access needs with confidentiality and compliance requirements. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
298,Power BI,Row-level security,Tool hands-on,[Tool hands-on] Explain row-level security (RLS) and why it matters.,"Row-level security restricts which rows a given user can see, based on roles and filter expressions applied to the data model. It is crucial when sharing dashboards across regions, departments, or partners who should only see their own data. Proper RLS implementation balances access needs with confidentiality and compliance requirements. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
299,Power BI,Row-level security,Case/Scenario,[Case/Scenario] Explain row-level security (RLS) and why it matters.,"Row-level security restricts which rows a given user can see, based on roles and filter expressions applied to the data model. It is crucial when sharing dashboards across regions, departments, or partners who should only see their own data. Proper RLS implementation balances access needs with confidentiality and compliance requirements. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
300,Power BI,Row-level security,System/design discussion,[System/design discussion] Explain row-level security (RLS) and why it matters.,"Row-level security restricts which rows a given user can see, based on roles and filter expressions applied to the data model. It is crucial when sharing dashboards across regions, departments, or partners who should only see their own data. Proper RLS implementation balances access needs with confidentiality and compliance requirements. In a System/design discussion round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
301,Power BI,Performance optimization,Screening/MCQ,[Screening/MCQ] What steps can you take to optimize Power BI report performance?,"Optimization includes reducing model size by removing unused columns, using appropriate data types, and aggregating highly detailed tables. Efficient DAX, avoiding overly complex measures, and limiting visuals per page also help. Caching strategies, incremental refresh, and evaluating DirectQuery versus Import mode are part of performance tuning. In a Screening/MCQ round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
302,Power BI,Performance optimization,Technical coding,[Technical coding] What steps can you take to optimize Power BI report performance?,"Optimization includes reducing model size by removing unused columns, using appropriate data types, and aggregating highly detailed tables. Efficient DAX, avoiding overly complex measures, and limiting visuals per page also help. Caching strategies, incremental refresh, and evaluating DirectQuery versus Import mode are part of performance tuning. In a Technical coding round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
303,Power BI,Performance optimization,Tool hands-on,[Tool hands-on] What steps can you take to optimize Power BI report performance?,"Optimization includes reducing model size by removing unused columns, using appropriate data types, and aggregating highly detailed tables. Efficient DAX, avoiding overly complex measures, and limiting visuals per page also help. Caching strategies, incremental refresh, and evaluating DirectQuery versus Import mode are part of performance tuning. In a Tool hands-on round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
304,Power BI,Performance optimization,Case/Scenario,[Case/Scenario] What steps can you take to optimize Power BI report performance?,"Optimization includes reducing model size by removing unused columns, using appropriate data types, and aggregating highly detailed tables. Efficient DAX, avoiding overly complex measures, and limiting visuals per page also help. Caching strategies, incremental refresh, and evaluating DirectQuery versus Import mode are part of performance tuning. In a Case/Scenario round, emphasize the aspects most relevant to that format, such as brevity for screenings, code or queries for technical rounds, tool navigation for hands-on, structured thinking for case scenarios, and trade-offs or architecture for design discussions."
